CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Groupe,Numero,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Pont,Num,Cote,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
False,54.0,False,704.0,0.0,431.0,0.0,47.0,False,1254,1,False,False,True,3,44.0,1,False,False,True
False,27.0,False,4.0,0.0,896.0,229.0,0.0,False,1254,2,False,False,True,5,241.0,1,False,False,True
True,52.0,False,0.0,0.0,0.0,0.0,0.0,True,1255,1,False,False,True,5,242.0,1,False,False,True
True,15.0,False,0.0,0.0,0.0,0.0,0.0,True,1255,2,False,False,True,5,242.0,1,False,False,True
False,27.0,False,1277.0,0.0,1.0,10.0,9.0,False,1256,1,False,False,True,4,92.0,1,False,False,True
False,30.0,False,0.0,3628.0,289.0,1737.0,4987.0,False,1258,1,False,True,False,0,10.0,0,True,False,False
False,19.0,False,0.0,0.0,619.0,0.0,142.0,False,1259,1,True,False,False,5,243.0,1,False,False,True
True,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1260,1,True,False,False,6,186.0,0,False,True,False
False,43.0,False,1365.0,3106.0,0.0,50.0,2313.0,False,1261,1,False,True,False,2,49.0,0,True,False,False
False,25.0,False,1084.0,1.0,66.0,0.0,5.0,False,1263,1,False,False,True,5,244.0,1,False,False,True
False,51.0,False,0.0,1.0,0.0,51.0,945.0,False,1264,1,True,False,False,4,79.0,0,False,False,True
True,34.0,,0.0,0.0,0.0,0.0,0.0,True,1267,1,True,False,False,6,191.0,1,False,True,False
False,21.0,False,2066.0,0.0,15.0,0.0,1.0,False,1269,1,False,False,True,4,80.0,0,False,False,True
True,21.0,False,0.0,0.0,0.0,0.0,0.0,False,1271,1,True,False,False,6,189.0,0,False,True,False
False,23.0,False,0.0,0.0,0.0,759.0,0.0,False,1273,1,True,False,False,5,246.0,1,False,False,True
False,38.0,False,0.0,0.0,591.0,40.0,173.0,False,1274,1,True,False,False,5,254.0,0,True,False,False
True,30.0,False,0.0,0.0,0.0,0.0,0.0,False,1278,1,True,False,False,6,190.0,0,False,False,True
True,31.0,False,0.0,0.0,0.0,0.0,0.0,True,1279,1,False,True,False,2,50.0,0,True,False,False
False,44.0,False,0.0,178.0,482.0,0.0,0.0,True,1280,1,True,False,False,5,257.0,0,False,True,False
True,14.0,False,0.0,0.0,0.0,0.0,0.0,False,1281,1,True,False,False,6,193.0,1,False,False,True
True,18.0,,0.0,0.0,0.0,0.0,0.0,False,1282,1,True,False,False,6,191.0,0,False,True,False
False,19.0,False,6.0,0.0,1.0,714.0,0.0,False,1283,1,True,False,False,6,194.0,1,False,False,True
True,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1284,1,False,False,True,5,247.0,1,False,False,False
False,36.0,False,286.0,415.0,16.0,0.0,0.0,False,1285,1,True,False,False,5,258.0,0,True,False,False
True,10.0,False,0.0,0.0,0.0,0.0,0.0,True,1286,1,False,False,True,5,248.0,1,False,False,True
True,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1287,1,False,False,True,5,259.0,0,False,False,True
True,4.0,False,0.0,0.0,0.0,0.0,0.0,True,1287,2,False,False,True,5,259.0,0,True,False,False
False,21.0,False,733.0,0.0,1084.0,1.0,43.0,False,1287,3,False,False,True,5,259.0,0,False,False,True
False,24.0,False,621.0,0.0,0.0,0.0,0.0,False,1288,1,True,False,False,6,192.0,0,False,False,True
False,8.0,False,0.0,0.0,0.0,0.0,0.0,False,1289,1,True,False,False,6,195.0,1,False,False,True
False,18.0,False,789.0,0.0,2.0,0.0,19.0,False,1289,2,True,False,False,6,195.0,1,False,False,True
False,33.0,False,1758.0,59.0,4.0,0.0,0.0,False,1291,1,False,False,True,5,260.0,0,False,False,True
False,31.0,True,0.0,27723.0,3.0,202.0,3146.0,True,1292,1,False,True,False,1,55.0,1,True,False,False
False,43.0,False,105.0,368.0,268.0,842.0,13.0,True,1292,2,False,True,False,1,55.0,1,False,False,True
False,20.0,False,213.0,0.0,0.0,0.0,584.0,False,1293,1,True,False,False,5,261.0,0,False,False,True
True,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1294,1,False,True,False,0,14.0,1,False,False,True
True,30.0,False,0.0,0.0,0.0,0.0,0.0,True,1294,2,False,True,False,0,14.0,1,False,True,False
False,28.0,True,0.0,0.0,0.0,0.0,0.0,False,1294,3,False,True,False,0,14.0,1,False,False,True
,19.0,False,68.0,0.0,0.0,719.0,0.0,False,1295,1,True,False,False,8,,2,False,False,True
False,22.0,False,0.0,0.0,675.0,5.0,0.0,True,1299,1,True,False,False,5,250.0,1,False,False,True
False,27.0,False,1.0,299.0,1.0,380.0,13.0,False,1300,1,True,False,False,5,251.0,1,True,False,False
False,22.0,False,218.0,50.0,4817.0,146.0,256.0,True,1302,1,False,False,True,3,45.0,1,True,False,False
True,2.0,False,0.0,0.0,0.0,0.0,0.0,True,1304,1,True,False,False,4,82.0,0,True,False,False
False,4.0,False,0.0,0.0,0.0,0.0,0.0,False,1304,2,True,False,False,4,82.0,0,False,False,True
False,10.0,False,0.0,0.0,0.0,0.0,0.0,False,1304,3,True,False,False,4,82.0,0,False,False,True
False,9.0,False,0.0,0.0,0.0,0.0,0.0,True,1304,4,True,False,False,4,82.0,0,False,False,True
True,37.0,False,0.0,0.0,0.0,0.0,0.0,False,1304,5,True,False,False,4,82.0,0,False,False,True
False,2.0,False,0.0,0.0,0.0,0.0,0.0,True,1304,6,True,False,False,4,82.0,0,False,True,False
False,44.0,False,0.0,3863.0,1.0,1010.0,514.0,True,1306,1,False,True,False,1,56.0,1,False,False,True
False,11.0,False,0.0,0.0,0.0,0.0,0.0,True,1306,2,False,True,False,1,56.0,1,True,False,False
True,22.0,False,0.0,0.0,0.0,0.0,0.0,False,1307,1,True,False,False,6,193.0,0,False,False,True
True,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1308,1,False,True,False,8,,2,True,False,False
False,30.0,False,278.0,3300.0,0.0,8145.0,2519.0,False,1308,2,False,True,False,4,94.0,1,True,False,False
False,37.0,False,0.0,439.0,0.0,3198.0,6.0,False,1308,3,False,True,False,4,94.0,1,True,False,False
True,26.0,False,0.0,0.0,0.0,0.0,0.0,True,1308,4,False,True,False,4,94.0,1,True,False,False
False,19.0,False,0.0,4.0,109.0,0.0,671.0,True,1309,1,True,False,False,5,264.0,0,False,False,True
False,57.0,False,0.0,987.0,1.0,4948.0,53.0,False,1310,1,False,True,False,2,52.0,1,False,False,True
False,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1311,1,False,False,True,5,265.0,0,False,False,False
False,17.0,False,948.0,47.0,292.0,0.0,0.0,False,1311,2,False,False,True,5,265.0,0,False,False,True
False,26.0,False,1946.0,4.0,4.0,0.0,623.0,False,1311,3,False,False,True,3,43.0,0,False,False,True
True,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1312,1,True,False,False,6,194.0,0,True,False,False
True,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1316,1,False,True,False,4,95.0,1,False,False,True
False,36.0,False,0.0,847.0,0.0,4664.0,89.0,False,1316,2,False,True,False,4,95.0,1,True,False,False
False,25.0,False,2508.0,0.0,23.0,0.0,67.0,False,1317,1,False,False,True,5,266.0,0,False,False,True
True,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1322,1,True,False,False,6,196.0,0,False,False,True
True,23.0,False,0.0,0.0,0.0,0.0,0.0,True,1323,1,True,False,False,5,267.0,0,True,False,False
True,2.0,False,0.0,0.0,0.0,0.0,0.0,False,1324,1,True,False,False,6,199.0,1,True,False,False
False,10.0,False,0.0,0.0,0.0,0.0,0.0,False,1324,2,True,False,False,6,199.0,1,True,False,False
True,43.0,False,0.0,0.0,0.0,0.0,0.0,True,1324,3,True,False,False,6,199.0,1,False,False,True
True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1325,1,True,False,False,4,97.0,1,False,False,True
False,24.0,False,70.0,160.0,340.0,0.0,336.0,False,1325,2,True,False,False,4,97.0,1,False,False,True
True,42.0,False,0.0,0.0,0.0,0.0,0.0,True,1325,3,True,False,False,4,97.0,1,False,False,True
False,30.0,False,1450.0,0.0,0.0,0.0,1147.0,False,1326,1,False,False,True,5,257.0,1,False,False,True
False,19.0,False,1507.0,0.0,260.0,0.0,0.0,False,1326,2,False,False,True,5,257.0,1,False,False,True
True,26.0,False,0.0,0.0,0.0,0.0,0.0,False,1328,1,True,False,False,6,198.0,0,False,False,True
False,47.0,False,405.0,0.0,193.0,458.0,0.0,False,1330,1,False,False,True,3,46.0,1,False,False,True
False,28.0,False,120.0,8.0,1128.0,1.0,7.0,True,1330,2,False,False,True,3,46.0,1,False,False,True
True,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1331,1,True,False,False,6,200.0,1,False,True,False
False,29.0,False,28.0,0.0,561.0,203.0,0.0,False,1332,1,True,False,False,4,98.0,1,False,False,True
False,32.0,False,0.0,486.0,0.0,229.0,26.0,False,1333,1,True,False,False,5,269.0,0,False,True,False
True,44.0,False,0.0,0.0,0.0,0.0,0.0,False,1335,1,True,False,False,6,199.0,0,False,False,True
True,17.0,False,0.0,0.0,0.0,0.0,0.0,True,1336,1,True,False,False,6,201.0,1,False,False,True
,35.0,False,775.0,14.0,0.0,610.0,4.0,False,1337,1,True,False,False,5,258.0,1,True,False,False
True,23.0,False,0.0,0.0,0.0,0.0,0.0,False,1340,1,True,False,False,6,203.0,1,False,False,True
False,34.0,False,0.0,118.0,5.0,0.0,761.0,False,1342,1,True,False,False,6,200.0,0,False,False,True
False,25.0,False,1174.0,0.0,18.0,721.0,0.0,False,1345,1,True,False,False,5,260.0,1,False,False,True
False,67.0,False,0.0,761.0,0.0,1.0,0.0,True,1347,1,False,False,False,5,271.0,0,False,False,True
False,22.0,False,0.0,1531.0,0.0,369.0,2969.0,False,1348,1,False,True,False,1,57.0,1,False,False,True
True,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1348,2,False,True,False,1,57.0,1,False,False,True
True,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1350,1,True,False,False,6,206.0,1,True,False,False
False,14.0,False,1489.0,2.0,126.0,460.0,72.0,False,1350,2,True,False,False,5,261.0,1,False,False,True
False,42.0,False,491.0,106.0,8.0,202.0,0.0,False,1350,3,True,False,False,6,206.0,1,False,True,False
True,19.0,False,0.0,0.0,0.0,0.0,0.0,False,1350,4,True,False,False,6,206.0,1,False,True,False
False,22.0,False,0.0,0.0,0.0,0.0,0.0,False,1351,1,True,False,False,6,202.0,0,False,False,True
False,31.0,False,43.0,782.0,1.0,660.0,0.0,False,1352,1,False,False,True,5,272.0,0,False,False,True
False,10.0,False,0.0,0.0,0.0,0.0,0.0,True,1353,1,False,False,True,5,262.0,1,False,False,True
False,39.0,False,1535.0,0.0,340.0,0.0,723.0,False,1353,2,False,False,True,5,262.0,1,False,False,True
True,41.0,False,0.0,0.0,0.0,0.0,0.0,True,1353,3,False,False,True,5,262.0,1,False,False,True
False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1353,4,False,False,True,5,262.0,1,False,False,True
True,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1355,1,True,False,False,6,203.0,0,False,True,False
False,21.0,False,0.0,39.0,0.0,310.0,539.0,False,1356,1,True,False,False,6,207.0,1,False,False,True
True,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1357,1,False,False,True,3,48.0,1,False,False,True
False,25.0,False,0.0,997.0,0.0,0.0,0.0,True,1360,1,True,False,False,4,100.0,1,False,False,True
False,23.0,False,0.0,1268.0,0.0,119.0,2.0,False,1362,1,True,False,False,5,265.0,1,False,False,True
False,33.0,False,77.0,2381.0,0.0,3656.0,150.0,False,1365,1,False,True,False,1,58.0,1,True,False,False
True,20.0,False,0.0,0.0,0.0,0.0,0.0,True,1365,2,False,True,False,1,58.0,1,False,False,True
True,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1366,1,True,False,False,6,206.0,0,True,False,False
True,27.0,False,0.0,0.0,0.0,0.0,0.0,False,1368,1,True,False,False,6,208.0,0,False,False,True
False,21.0,False,965.0,0.0,23.0,3.0,0.0,False,1370,1,True,False,False,4,102.0,1,False,False,True
,25.0,False,591.0,466.0,0.0,0.0,0.0,False,1371,1,False,False,True,3,44.0,0,False,False,True
False,2.0,False,0.0,0.0,0.0,0.0,0.0,False,1375,1,True,False,False,6,208.0,1,False,False,True
False,19.0,False,0.0,3.0,946.0,0.0,0.0,False,1375,2,True,False,False,5,267.0,1,False,False,True
True,41.0,False,0.0,0.0,0.0,0.0,0.0,False,1376,1,True,False,False,6,211.0,0,False,False,True
False,43.0,False,0.0,2801.0,537.0,42.0,144.0,True,1377,1,False,True,False,2,52.0,0,False,False,True
False,19.0,False,245.0,41.0,550.0,0.0,0.0,False,1378,1,True,False,False,6,212.0,0,False,False,True
False,22.0,False,926.0,0.0,0.0,0.0,78.0,True,1378,2,True,False,False,5,275.0,0,False,False,True
False,16.0,False,0.0,30.0,0.0,769.0,4.0,False,1379,1,True,False,False,5,268.0,1,False,False,True
False,42.0,False,0.0,21.0,0.0,2735.0,3604.0,False,1380,1,False,True,False,2,53.0,1,True,False,False
True,20.0,False,0.0,0.0,0.0,0.0,0.0,True,1381,1,True,False,False,6,209.0,1,False,True,False
False,35.0,False,0.0,1125.0,429.0,0.0,55.0,False,1382,1,True,False,False,4,104.0,1,False,False,False
True,53.0,False,0.0,0.0,0.0,0.0,0.0,True,1383,1,False,True,False,3,49.0,1,False,False,True
False,17.0,False,21.0,0.0,690.0,260.0,5.0,False,1384,1,True,False,False,4,105.0,1,False,False,True
True,6.0,False,0.0,0.0,0.0,0.0,0.0,False,1384,2,True,False,False,6,210.0,1,False,False,True
False,22.0,False,0.0,442.0,0.0,0.0,368.0,True,1384,3,True,False,False,5,269.0,1,False,False,True
False,41.0,False,338.0,0.0,377.0,2.0,86.0,True,1384,4,True,False,False,5,269.0,1,False,False,True
False,19.0,False,189.0,510.0,0.0,0.0,0.0,True,1384,5,True,False,False,4,105.0,1,False,False,False
False,39.0,False,705.0,3.0,0.0,0.0,0.0,False,1385,1,False,False,False,6,213.0,0,False,False,True
True,23.0,False,0.0,0.0,0.0,0.0,0.0,True,1386,1,True,False,False,6,214.0,0,False,False,True
False,31.0,False,1088.0,0.0,280.0,0.0,0.0,False,1387,1,False,False,True,4,85.0,0,False,False,True
True,38.0,False,0.0,0.0,0.0,0.0,0.0,True,1389,1,True,False,False,6,212.0,1,True,False,False
True,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1390,1,True,False,False,6,215.0,0,False,True,False
True,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1391,1,False,False,True,5,276.0,0,False,False,True
False,21.0,False,1072.0,79.0,46.0,16.0,0.0,False,1391,2,False,False,True,5,276.0,0,False,False,True
False,44.0,False,485.0,2.0,210.0,0.0,351.0,False,1391,3,False,False,True,5,276.0,0,False,False,False
False,36.0,False,42.0,0.0,212.0,151.0,1853.0,False,1393,1,False,False,True,5,270.0,1,False,False,True
False,19.0,False,2058.0,0.0,224.0,298.0,19.0,False,1393,2,False,False,True,5,270.0,1,False,False,True
False,7.0,False,0.0,0.0,0.0,0.0,0.0,True,1395,1,True,False,False,6,214.0,1,False,False,True
False,39.0,False,386.0,190.0,0.0,489.0,0.0,False,1397,1,True,False,False,5,271.0,1,False,False,True
False,28.0,False,0.0,508.0,334.0,0.0,46.0,True,1398,1,True,False,False,6,216.0,0,False,False,True
False,28.0,False,0.0,0.0,529.0,560.0,60.0,False,1399,1,True,False,False,5,272.0,1,False,False,True
True,14.0,False,0.0,0.0,0.0,0.0,0.0,True,1400,1,True,False,False,6,217.0,0,True,False,False
,18.0,False,0.0,0.0,599.0,59.0,152.0,False,1401,1,True,False,False,6,218.0,0,False,False,True
True,23.0,False,0.0,0.0,0.0,0.0,0.0,True,1402,1,True,False,False,6,215.0,1,False,True,False
True,33.0,False,0.0,0.0,0.0,0.0,0.0,True,1402,2,True,False,False,6,215.0,1,True,False,False
False,18.0,False,1656.0,0.0,0.0,0.0,0.0,False,1403,1,True,False,False,4,86.0,0,False,False,True
False,47.0,False,1.0,734.0,28.0,78.0,3471.0,False,1404,1,False,True,False,1,60.0,1,False,False,True
False,42.0,False,0.0,51.0,0.0,4170.0,13.0,False,1404,2,False,True,False,8,,2,False,False,True
False,17.0,False,36.0,0.0,1013.0,0.0,0.0,False,1406,1,False,False,True,4,106.0,1,False,False,True
False,21.0,False,737.0,4.0,27.0,8.0,0.0,False,1407,1,True,False,False,5,278.0,0,False,False,True
False,17.0,False,8.0,222.0,3.0,401.0,0.0,True,1407,2,True,False,False,5,278.0,0,False,True,False
False,26.0,False,4.0,770.0,0.0,0.0,0.0,False,1408,1,True,False,False,6,216.0,1,False,True,False
False,23.0,False,0.0,567.0,896.0,0.0,122.0,False,1410,1,True,False,False,5,279.0,0,False,False,True
False,15.0,False,0.0,0.0,0.0,0.0,832.0,False,1412,1,True,False,False,6,217.0,1,True,False,False
True,18.0,False,0.0,0.0,0.0,0.0,0.0,False,1413,1,True,False,False,6,218.0,1,False,True,False
False,65.0,False,259.0,0.0,0.0,0.0,1916.0,False,1414,1,True,False,False,5,280.0,0,False,False,True
False,33.0,False,13.0,0.0,2011.0,17.0,32.0,True,1415,1,False,True,False,3,45.0,0,True,False,False
True,27.0,False,0.0,0.0,0.0,0.0,0.0,False,1416,1,True,False,False,6,219.0,0,False,False,True
False,41.0,False,0.0,184.0,0.0,1520.0,3358.0,False,1417,1,False,True,False,2,54.0,1,False,False,True
False,42.0,False,1381.0,0.0,1243.0,0.0,0.0,False,1419,1,False,False,True,5,273.0,1,False,False,True
True,27.0,False,0.0,0.0,0.0,0.0,0.0,False,1420,1,False,False,True,4,108.0,1,False,False,True
False,37.0,False,328.0,6153.0,0.0,26.0,820.0,False,1421,1,False,False,True,5,274.0,1,False,False,True
False,17.0,False,891.0,0.0,243.0,0.0,5.0,False,1421,2,False,False,True,5,274.0,1,True,False,False
True,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1423,1,False,True,False,1,61.0,1,False,False,True
True,39.0,False,0.0,0.0,0.0,0.0,0.0,True,1423,2,False,True,False,1,61.0,1,False,False,True
True,59.0,False,0.0,0.0,0.0,0.0,0.0,True,1423,3,False,True,False,1,61.0,1,True,False,False
True,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1424,1,False,True,False,1,47.0,0,False,False,True
False,29.0,False,2988.0,2147.0,0.0,0.0,1779.0,False,1424,2,False,True,False,1,47.0,0,True,False,False
False,8.0,False,0.0,0.0,0.0,0.0,0.0,True,1424,3,False,True,False,1,47.0,0,False,False,True
False,28.0,False,0.0,4380.0,0.0,692.0,0.0,True,1424,4,False,True,False,1,47.0,0,True,False,False
True,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1424,5,False,True,False,1,47.0,0,False,False,True
False,24.0,False,711.0,0.0,0.0,59.0,57.0,False,1425,1,True,False,False,5,282.0,0,False,False,True
True,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1425,2,True,False,False,6,220.0,0,False,False,True
True,4.0,False,0.0,0.0,0.0,0.0,0.0,True,1425,3,True,False,False,6,220.0,0,False,False,True
True,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1426,1,False,True,False,3,46.0,0,True,False,False
True,46.0,False,0.0,0.0,0.0,0.0,0.0,True,1427,1,False,False,True,5,275.0,1,False,False,False
False,67.0,False,443.0,0.0,1721.0,250.0,2.0,False,1427,2,False,False,True,5,275.0,1,False,False,True
False,44.0,False,0.0,200.0,128.0,460.0,0.0,False,1428,1,True,False,False,4,109.0,1,False,False,True
False,14.0,False,360.0,0.0,2116.0,1.0,8.0,False,1430,1,True,False,False,5,283.0,0,False,False,True
False,23.0,False,0.0,0.0,4.0,0.0,965.0,True,1431,1,True,False,False,6,221.0,0,False,False,True
True,51.0,False,0.0,0.0,0.0,0.0,0.0,False,1433,1,True,False,False,6,219.0,1,False,False,True
False,20.0,False,0.0,258.0,331.0,133.0,0.0,False,1434,1,True,False,False,6,222.0,0,False,False,True
False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1434,2,True,False,False,8,,2,False,False,True
True,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1434,3,True,False,False,6,222.0,0,False,False,True
False,23.0,False,0.0,20.0,26.0,0.0,659.0,False,1435,1,True,False,False,6,223.0,0,False,False,False
False,24.0,False,181.0,224.0,0.0,195.0,191.0,False,1438,1,True,False,False,4,89.0,0,False,False,True
False,41.0,False,112.0,186.0,228.0,760.0,0.0,False,1439,1,False,False,True,5,279.0,1,False,False,True
False,30.0,False,806.0,100.0,9.0,0.0,47.0,False,1439,2,False,False,True,3,52.0,1,False,False,True
False,27.0,False,0.0,1826.0,39.0,11.0,649.0,False,1440,1,True,False,False,5,280.0,1,False,False,True
True,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1442,1,True,False,False,6,220.0,1,False,True,False
True,16.0,False,0.0,0.0,0.0,0.0,0.0,True,1443,1,True,False,False,6,225.0,0,False,False,True
False,30.0,False,50.0,1248.0,0.0,1.0,912.0,True,1444,1,False,True,False,2,55.0,1,False,False,True
False,8.0,False,0.0,0.0,0.0,0.0,0.0,True,1445,1,True,False,False,6,221.0,1,False,True,False
False,59.0,False,0.0,0.0,0.0,0.0,755.0,False,1447,1,True,False,False,6,227.0,0,False,False,True
True,43.0,False,0.0,0.0,0.0,0.0,0.0,True,1450,1,False,True,False,3,53.0,1,True,False,False
False,30.0,False,0.0,138.0,0.0,5467.0,112.0,False,1450,2,False,True,False,3,53.0,1,True,False,False
False,46.0,False,202.0,484.0,0.0,3208.0,2485.0,False,1451,1,False,True,False,2,56.0,1,True,False,False
True,39.0,False,0.0,0.0,0.0,0.0,0.0,True,1451,2,False,True,False,2,56.0,1,False,False,True
False,21.0,False,5.0,251.0,10.0,26.0,3384.0,False,1452,1,False,True,False,2,53.0,0,False,False,True
True,70.0,False,0.0,0.0,0.0,0.0,0.0,True,1452,2,False,True,False,8,,2,False,False,True
False,34.0,False,0.0,1646.0,0.0,51.0,1462.0,False,1452,3,False,True,False,2,53.0,0,True,False,False
False,33.0,False,0.0,774.0,0.0,6255.0,6.0,False,1452,4,False,True,False,2,53.0,0,False,False,True
True,44.0,False,0.0,0.0,0.0,0.0,0.0,True,1452,5,False,True,False,2,53.0,0,True,False,False
,16.0,,0.0,2838.0,32.0,5.0,3404.0,False,1453,1,True,False,False,6,229.0,0,True,False,False
False,63.0,False,3.0,801.0,0.0,0.0,5.0,True,1453,2,True,False,False,6,229.0,0,False,False,True
False,37.0,False,0.0,13561.0,15.0,4060.0,72.0,False,1454,1,False,True,False,3,54.0,1,False,False,True
True,29.0,False,0.0,0.0,0.0,0.0,0.0,True,1455,1,False,True,False,1,62.0,1,True,False,False
False,29.0,False,0.0,2509.0,0.0,16.0,698.0,True,1455,2,False,True,False,1,62.0,1,False,False,True
True,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1455,3,False,True,False,1,62.0,1,True,False,False
False,26.0,False,0.0,533.0,2119.0,10.0,504.0,True,1455,4,False,True,False,1,62.0,1,False,False,True
False,76.0,False,0.0,2732.0,422.0,16594.0,330.0,False,1455,5,False,True,False,1,62.0,1,True,False,False
False,61.0,False,0.0,368.0,3.0,4422.0,0.0,False,1457,1,True,False,False,4,110.0,1,False,False,True
False,46.0,False,0.0,0.0,2020.0,323.0,0.0,False,1458,1,False,False,False,6,223.0,1,False,False,True
False,19.0,False,0.0,905.0,387.0,0.0,0.0,True,1460,1,True,False,False,5,285.0,0,False,False,False
True,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1460,2,True,False,False,6,230.0,0,False,True,False
True,27.0,False,0.0,0.0,0.0,0.0,0.0,False,1461,1,True,False,False,6,224.0,1,False,False,True
True,30.0,False,0.0,0.0,0.0,0.0,0.0,True,1462,1,True,False,False,6,231.0,0,False,False,True
False,23.0,False,200.0,414.0,73.0,1.0,1.0,False,1463,1,True,False,False,5,282.0,1,False,True,False
False,63.0,False,356.0,287.0,0.0,0.0,248.0,False,1465,1,True,False,False,6,233.0,0,False,True,False
False,21.0,False,894.0,1.0,0.0,61.0,26.0,False,1467,1,False,False,False,4,111.0,1,False,False,True
True,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1474,1,False,False,True,5,287.0,0,False,False,True
False,33.0,False,0.0,0.0,0.0,417.0,2372.0,False,1478,1,True,False,False,5,289.0,0,False,False,True
False,39.0,False,0.0,19.0,733.0,0.0,701.0,False,1478,2,True,False,False,5,289.0,0,False,True,False
True,49.0,False,0.0,0.0,0.0,0.0,0.0,True,1479,1,False,False,True,5,290.0,0,False,False,True
False,27.0,False,555.0,0.0,744.0,0.0,0.0,False,1481,1,False,False,True,4,91.0,0,False,False,True
,16.0,False,92.0,1.0,884.0,0.0,0.0,False,1484,1,True,False,False,4,93.0,0,False,False,True
True,38.0,False,0.0,0.0,0.0,0.0,0.0,True,1485,1,False,False,True,5,291.0,0,False,False,True
True,42.0,False,0.0,0.0,0.0,0.0,0.0,True,1488,1,False,False,True,4,94.0,0,False,False,True
False,19.0,False,73.0,0.0,0.0,813.0,2.0,False,1489,1,True,False,False,6,229.0,1,False,False,True
False,26.0,False,0.0,304.0,0.0,3998.0,0.0,False,1490,1,False,True,False,3,47.0,0,True,False,False
False,32.0,False,0.0,0.0,0.0,817.0,8.0,True,1491,1,True,False,False,6,240.0,0,True,False,False
False,56.0,False,0.0,51.0,0.0,2.0,706.0,False,1491,2,True,False,False,5,292.0,0,False,False,True
False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1491,3,True,False,False,6,240.0,0,False,False,True
False,38.0,False,35.0,0.0,0.0,0.0,713.0,False,1493,1,True,False,False,5,285.0,1,False,False,True
False,30.0,False,0.0,495.0,0.0,0.0,153.0,False,1498,1,True,False,False,5,295.0,0,False,False,True
False,21.0,False,5.0,0.0,0.0,2.0,1061.0,False,1499,1,True,False,False,5,287.0,1,False,False,True
False,11.0,False,0.0,0.0,0.0,0.0,0.0,False,1500,1,True,False,False,6,230.0,1,False,False,True
False,3.0,False,0.0,0.0,0.0,0.0,0.0,False,1500,2,True,False,False,6,230.0,1,False,False,True
False,17.0,False,0.0,55.0,913.0,0.0,55.0,True,1500,3,True,False,False,6,230.0,1,True,False,False
,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1500,4,True,False,False,6,230.0,1,True,False,False
False,17.0,False,319.0,184.0,0.0,0.0,376.0,False,1500,5,True,False,False,5,288.0,1,True,False,False
True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1500,6,True,False,False,6,230.0,1,False,False,True
True,46.0,False,0.0,0.0,0.0,0.0,0.0,True,1500,7,True,False,False,6,230.0,1,False,False,True
False,63.0,False,0.0,216.0,0.0,594.0,0.0,False,1501,1,True,False,False,6,243.0,0,False,False,True
False,35.0,False,1890.0,0.0,497.0,1.0,0.0,False,1503,1,False,False,True,3,48.0,0,False,False,True
False,61.0,False,1114.0,0.0,68.0,0.0,0.0,False,1503,2,False,False,True,3,48.0,0,False,False,True
False,19.0,False,0.0,24.0,615.0,9.0,0.0,True,1506,1,True,False,False,5,298.0,0,False,False,False
False,43.0,False,0.0,0.0,1217.0,2.0,0.0,True,1507,1,True,False,False,5,289.0,1,False,False,True
False,14.0,False,1.0,1.0,683.0,419.0,0.0,False,1507,2,True,False,False,5,289.0,1,False,False,True
False,78.0,False,0.0,0.0,0.0,441.0,4.0,False,1507,3,True,False,False,6,231.0,1,False,False,True
False,21.0,False,398.0,490.0,0.0,0.0,0.0,False,1507,4,True,False,False,5,289.0,1,False,False,True
